datetime,latitude,longitude,magnitude,location
2013-02-27 03:33:01.892120+00:00,-0.8576171994,99.76887512,3.399678693,"Southern Sumatra, Indonesia"
2013-02-27 03:46:16.026467+00:00,4.870353699,95.96305847,3.03475258,"Northern Sumatra, Indonesia"
2013-02-27 07:01:00.438573+00:00,4.779379368,96.18343353,2.729114685,"Northern Sumatra, Indonesia"
2013-02-27 23:34:17.169706+00:00,-1.417869687,97.19078827,4.308230433,"Southwest of Sumatra, Indonesia"
2013-03-01 01:27:27.538728+00:00,-1.396787405,99.42067719,4.036148033,"Southern Sumatra, Indonesia"
2013-03-03 22:24:11.517647+00:00,2.706190825,95.55194855,5.08575526,Off West Coast of Northern Sumatra
2013-03-03 22:32:11.291127+00:00,-5.49934864,104.6537857,2.837155924,"Southern Sumatra, Indonesia"
2013-03-03 23:33:35.487184+00:00,-3.527395725,98.86677551,4.102715733,"Southwest of Sumatra, Indonesia"
2013-03-04 01:00:58.212837+00:00,-5.67526865,104.7910767,3.346388768,"Southern Sumatra, Indonesia"
2013-03-04 01:03:05.149114+00:00,-5.552554607,104.6195679,2.997740616,"Southern Sumatra, Indonesia"
2013-03-04 01:07:14.341340+00:00,-5.481455326,104.7160492,4.040408834,"Southern Sumatra, Indonesia"
2013-03-04 01:36:04.716285+00:00,-5.540513515,104.7780609,4.097419301,"Southern Sumatra, Indonesia"
2013-03-04 04:30:21.310898+00:00,-5.604009151,104.7623825,4.455335046,"Southern Sumatra, Indonesia"
2013-03-04 16:10:02.352909+00:00,2.050811052,99.00502777,3.4360417,"Northern Sumatra, Indonesia"
2013-03-04 16:19:31.404169+00:00,-5.562751293,104.7369843,3.333117606,"Southern Sumatra, Indonesia"
2013-03-04 17:00:31.777554+00:00,-5.548977375,104.7277145,4.802435239,"Southern Sumatra, Indonesia"
2013-03-04 22:03:09.702860+00:00,-5.597882271,104.7579269,2.880853265,"Southern Sumatra, Indonesia"
2013-03-04 22:13:24.208364+00:00,-0.7285295129,99.85587311,3.426288821,"Southern Sumatra, Indonesia"
2013-03-05 02:09:00.201577+00:00,-5.54236269,104.7016907,4.964852143,"Southern Sumatra, Indonesia"
2013-03-05 02:29:29.386957+00:00,-5.550312519,104.7187042,3.319909815,"Southern Sumatra, Indonesia"
2013-03-05 02:33:43.902498+00:00,-5.661840439,104.7388306,2.558753455,"Southern Sumatra, Indonesia"
2013-03-05 02:59:14.235559+00:00,-5.596563339,104.7443085,3.003190043,"Southern Sumatra, Indonesia"
2013-03-05 03:09:03.122638+00:00,-5.662323475,104.8459778,2.746011269,"Southern Sumatra, Indonesia"
2013-03-05 03:10:42.644720+00:00,-5.656316757,104.524353,2.845005631,"Southern Sumatra, Indonesia"
2013-03-05 04:06:17.582668+00:00,-5.700157642,104.4220886,2.334598532,"Southern Sumatra, Indonesia"
2013-03-05 04:46:03.653251+00:00,-5.549142838,104.7764435,2.423297112,"Southern Sumatra, Indonesia"
2013-03-05 14:59:37.472467+00:00,-5.827260017,104.3796768,2.314142641,"Southern Sumatra, Indonesia"
2013-03-05 16:42:39.411437+00:00,-3.562448502,100.5987778,4.102633307,"Southern Sumatra, Indonesia"
2013-03-06 01:12:31.776657+00:00,-5.581252098,104.726326,3.382999551,"Southern Sumatra, Indonesia"
2013-03-06 10:31:49.002046+00:00,-5.668784142,104.6963501,2.760800436,"Southern Sumatra, Indonesia"
2013-03-06 18:32:42.381827+00:00,-3.352060318,100.718338,3.739257725,"Southern Sumatra, Indonesia"
2013-03-07 05:44:20.513984+00:00,-4.640399933,102.1913452,3.72422456,"Southern Sumatra, Indonesia"
2013-03-07 17:57:09.256093+00:00,-5.522840023,104.6930618,3.048720712,"Southern Sumatra, Indonesia"
2013-03-08 18:03:04.365098+00:00,-5.597348213,104.5733871,1.724104094,"Southern Sumatra, Indonesia"
2013-03-09 16:51:42.303383+00:00,-4.045687199,100.980072,4.338985615,"Southwest of Sumatra, Indonesia"
2013-03-09 23:27:53.149939+00:00,-0.3709979355,100.3484344,3.214474476,"Southern Sumatra, Indonesia"
2013-03-09 23:50:16.043905+00:00,-2.248049021,100.7265854,3.552579387,"Southern Sumatra, Indonesia"
2013-03-10 05:58:08.817943+00:00,-0.7143167257,98.57343292,3.225377938,"Southern Sumatra, Indonesia"
2013-03-10 23:22:29.219974+00:00,3.192937374,96.11158752,3.707396415,"Northern Sumatra, Indonesia"
2013-03-12 06:43:38.203851+00:00,3.015260696,96.77871704,2.638524983,"Northern Sumatra, Indonesia"
2013-03-12 06:51:43.751422+00:00,-5.904845238,103.8948975,3.523265926,"Southern Sumatra, Indonesia"
2013-03-13 12:42:34.044638+00:00,4.858045101,95.93867493,3.719402328,"Northern Sumatra, Indonesia"
2013-03-13 20:25:19.680974+00:00,3.455412388,97.81716156,2.569112977,"Northern Sumatra, Indonesia"
2013-03-14 06:59:00.731769+00:00,4.001743317,95.95514679,3.24496824,"Northern Sumatra, Indonesia"
2013-03-14 12:52:01.861768+00:00,-1.830229759,100.365799,3.047704552,"Southern Sumatra, Indonesia"
2013-03-14 13:28:41.626801+00:00,-4.322980881,103.4245834,3.772078741,"Southern Sumatra, Indonesia"
2013-03-14 18:18:40.307557+00:00,4.484857082,96.43470764,4.870991426,"Northern Sumatra, Indonesia"
2013-03-15 01:07:41.169797+00:00,2.428037167,99.01270294,3.02155789,"Northern Sumatra, Indonesia"
2013-03-15 17:53:32.665899+00:00,2.137300491,97.82752991,3.694488318,"Northern Sumatra, Indonesia"
2013-03-16 11:55:05.958605+00:00,4.826951981,95.99137878,2.951759336,"Northern Sumatra, Indonesia"
2013-03-17 11:54:46.258226+00:00,-2.022259951,100.7602768,3.411467034,"Southern Sumatra, Indonesia"
2013-03-18 12:24:07.463338+00:00,-2.208148718,100.7562408,4.611611598,"Southern Sumatra, Indonesia"
2013-03-18 16:23:36.604332+00:00,4.869561672,95.53727722,3.060427343,"Northern Sumatra, Indonesia"
2013-03-18 20:21:21.574702+00:00,-5.439918518,103.3523254,2.868400651,"Southern Sumatra, Indonesia"
2013-03-19 01:55:37.019685+00:00,-0.4019568563,98.45549774,3.22754227,"Southern Sumatra, Indonesia"
2013-03-19 08:38:29.021538+00:00,2.326116323,98.98503876,2.594952666,"Northern Sumatra, Indonesia"
2013-03-19 21:45:06.802054+00:00,0.4791460037,98.54689789,3.464902115,"Northern Sumatra, Indonesia"
2013-03-20 04:44:03.697848+00:00,3.991252422,96.11634827,2.825469023,"Northern Sumatra, Indonesia"
2013-03-20 04:47:35.684486+00:00,4.012226105,96.08509827,3.085781537,"Northern Sumatra, Indonesia"
2013-03-20 07:07:21.015961+00:00,1.119438648,96.63891602,4.118766764,Off West Coast of Northern Sumatra
2013-03-20 10:13:55.691065+00:00,4.759263039,96.13427734,3.357426643,"Northern Sumatra, Indonesia"
2013-03-21 20:02:39.090493+00:00,-0.6162919998,99.1468277,3.341238953,"Southern Sumatra, Indonesia"
2013-03-21 23:42:31.435715+00:00,4.917408943,95.86283112,3.857651335,"Northern Sumatra, Indonesia"
2013-03-22 02:39:44.318490+00:00,-6.14942503,103.1854095,3.684351042,"Southwest of Sumatra, Indonesia"
2013-03-22 06:31:35.939857+00:00,-2.117743969,99.77720642,3.23555952,"Southern Sumatra, Indonesia"
2013-03-23 16:13:51.012325+00:00,-6.504849434,102.1543884,4.662055609,"Southwest of Sumatra, Indonesia"
2013-03-23 17:58:03.212219+00:00,-4.205094814,103.3131561,3.967446078,"Southern Sumatra, Indonesia"
2013-03-24 11:10:22.798334+00:00,2.23935461,96.19664001,2.770450523,"Northern Sumatra, Indonesia"
2013-03-25 14:56:05.874320+00:00,4.507668018,96.33721161,2.843546112,"Northern Sumatra, Indonesia"
2013-03-25 15:45:00.757865+00:00,1.863415718,99.15955353,3.703553788,"Northern Sumatra, Indonesia"
2013-03-25 17:21:41.881684+00:00,1.913325071,99.41819763,3.850214813,"Northern Sumatra, Indonesia"
2013-03-25 18:11:03.172935+00:00,1.187933445,97.2688446,3.16578393,"Northern Sumatra, Indonesia"
2013-03-25 23:51:20.086063+00:00,-0.9027248621,99.58975983,3.383684223,"Southern Sumatra, Indonesia"
2013-03-26 17:33:54.281766+00:00,1.488824248,97.80272675,3.222637789,"Northern Sumatra, Indonesia"
2013-03-27 04:30:00.422064+00:00,-5.368936062,104.5540009,3.768447822,"Southern Sumatra, Indonesia"
2013-03-27 06:52:42.085340+00:00,4.835181713,96.07122803,2.981392919,"Northern Sumatra, Indonesia"
2013-03-27 07:48:52.481899+00:00,-2.099640846,99.25260162,3.822083809,"Southern Sumatra, Indonesia"
2013-03-27 13:41:57.826039+00:00,-4.149527073,102.2351456,3.048829317,"Southern Sumatra, Indonesia"
2013-03-27 13:55:41.981411+00:00,1.451809287,99.20996857,2.778757379,"Northern Sumatra, Indonesia"
2013-03-27 14:14:26.647027+00:00,1.478522182,99.26966095,3.700544733,"Northern Sumatra, Indonesia"
2013-03-27 15:37:41.119555+00:00,-5.267367363,104.0982361,1.985651885,"Southern Sumatra, Indonesia"
2013-03-27 16:39:08.552782+00:00,1.448503971,99.24570465,3.872799314,"Northern Sumatra, Indonesia"
2013-03-28 06:47:18.467970+00:00,2.258257151,96.74850464,2.870305284,"Northern Sumatra, Indonesia"
2013-03-28 14:03:03.753886+00:00,4.866508961,95.89414215,3.73337311,"Northern Sumatra, Indonesia"
2013-03-28 20:10:41.955891+00:00,-2.644674301,100.6740952,2.534592963,"Southern Sumatra, Indonesia"
2013-03-29 03:20:23.798052+00:00,-0.5966737866,98.72303772,3.211627278,"Southern Sumatra, Indonesia"
2013-03-29 04:23:44.582288+00:00,-3.32405138,101.9008102,3.852432407,"Southern Sumatra, Indonesia"
2013-03-29 05:37:24.266719+00:00,-2.237933159,101.9788666,4.061240877,"Southern Sumatra, Indonesia"
2013-03-29 17:55:13.218251+00:00,-3.001595259,101.4258957,3.140581384,"Southern Sumatra, Indonesia"
2013-03-29 22:34:29.075173+00:00,0.02945362777,98.71523285,4.62850861,"Northern Sumatra, Indonesia"
2013-03-31 14:16:42.109298+00:00,1.646609426,95.4627533,3.554162275,Off West Coast of Northern Sumatra
2013-03-31 20:29:48.881501+00:00,-2.678646803,102.5663223,3.19299777,"Southern Sumatra, Indonesia"
2013-04-01 16:40:48.545586+00:00,1.159078121,97.09244537,4.619947399,"Northern Sumatra, Indonesia"
2013-04-01 17:14:30.346992+00:00,1.099416018,97.11182404,3.59540325,"Northern Sumatra, Indonesia"
2013-04-02 02:28:33.859117+00:00,-2.3252213,99.85510254,3.876659368,"Southern Sumatra, Indonesia"
2013-04-02 16:41:21.972338+00:00,4.870831013,96.03322601,3.166260567,"Northern Sumatra, Indonesia"
2013-04-03 04:59:10.178466+00:00,3.305515766,98.35881805,2.738230073,"Northern Sumatra, Indonesia"
2013-04-04 00:54:34.866337+00:00,-4.251504421,102.1274796,3.569862442,"Southern Sumatra, Indonesia"
2013-04-04 05:29:09.271266+00:00,-4.314568043,102.3574677,4.875638158,"Southern Sumatra, Indonesia"
2013-04-04 09:29:23.182571+00:00,-4.859327316,103.1313324,3.278839451,"Southern Sumatra, Indonesia"
2013-04-04 10:39:21.573786+00:00,3.892821312,97.1889267,4.424199114,"Northern Sumatra, Indonesia"
2013-04-04 19:34:31.015710+00:00,1.211656928,99.90341187,4.22602722,"Northern Sumatra, Indonesia"
2013-04-05 04:41:04.281514+00:00,-6.285388947,103.7676392,3.977861314,"Southwest of Sumatra, Indonesia"
2013-04-05 17:35:31.622425+00:00,0.2148791999,98.71767426,5.065104481,"Northern Sumatra, Indonesia"
2013-04-05 18:36:10.324010+00:00,0.2965636849,98.64861298,3.725760954,"Northern Sumatra, Indonesia"
2013-04-06 08:42:35.282598+00:00,4.453975677,96.4029007,3.264971911,"Northern Sumatra, Indonesia"
2013-04-09 14:13:15.148216+00:00,-5.669387817,103.5596237,4.007514011,"Southern Sumatra, Indonesia"
2013-04-09 20:47:19.117871+00:00,3.655967474,97.55893707,2.552591556,"Northern Sumatra, Indonesia"
2013-04-11 07:48:35.637254+00:00,1.090615392,96.99422455,4.185565196,Off West Coast of Northern Sumatra
2013-04-12 02:19:30.439586+00:00,1.087207913,97.19762421,4.678424988,"Northern Sumatra, Indonesia"
2013-04-12 04:47:42.289284+00:00,3.375574827,98.14839935,3.547097205,"Northern Sumatra, Indonesia"
2013-04-13 03:43:27.357669+00:00,1.324735045,99.74737549,4.177440242,"Northern Sumatra, Indonesia"
2013-04-14 00:08:02.130670+00:00,-7.387047291,104.5351105,4.394349916,"Southwest of Sumatra, Indonesia"
2013-04-14 06:47:59.768694+00:00,4.497684479,96.36459351,2.891237789,"Northern Sumatra, Indonesia"
2013-04-15 14:43:25.633335+00:00,3.335878849,98.14293671,3.341513348,"Northern Sumatra, Indonesia"
2013-04-15 18:09:33.349008+00:00,-4.658848763,104.537941,2.838364877,"Southern Sumatra, Indonesia"
2013-04-16 15:43:02.399763+00:00,-4.191971302,102.0957108,4.663684478,"Southern Sumatra, Indonesia"
2013-04-16 18:22:32.128099+00:00,-2.098473549,99.68962097,4.636266481,"Southern Sumatra, Indonesia"
2013-04-19 03:08:13.247368+00:00,4.846739769,96.05667877,4.673014753,"Northern Sumatra, Indonesia"
2013-04-20 06:35:54.945690+00:00,-5.281513214,103.4937057,4.772970984,"Southern Sumatra, Indonesia"
2013-04-20 15:19:01.283431+00:00,0.03963278234,96.22051239,4.417102919,Off West Coast of Northern Sumatra
2013-04-21 04:42:30.706969+00:00,1.275300503,97.02253723,4.337653984,"Northern Sumatra, Indonesia"
2013-04-21 23:05:01.738878+00:00,-4.597969532,104.4199066,4.705859906,"Southern Sumatra, Indonesia"
2013-04-26 15:58:31.250041+00:00,1.501083136,96.84604645,3.502326035,Off West Coast of Northern Sumatra
2013-04-27 10:03:21.996296+00:00,0.9498162866,97.44652557,4.239499153,"Northern Sumatra, Indonesia"
2013-04-28 12:56:30.735891+00:00,0.4733968675,100.0939331,3.610851339,"Northern Sumatra, Indonesia"
2013-04-29 00:18:34.773042+00:00,1.789297938,95.35366058,4.617702562,Off West Coast of Northern Sumatra
2013-04-29 02:20:00.449467+00:00,0.5238946676,99.65623474,3.975194705,"Northern Sumatra, Indonesia"
2013-04-29 13:43:00.099138+00:00,3.704012394,95.94786072,5.214669603,Off West Coast of Northern Sumatra
2013-04-30 16:57:56.227623+00:00,-3.189908266,101.2289886,3.10923162,"Southern Sumatra, Indonesia"
2013-04-30 21:42:38.072116+00:00,0.9537186623,97.35214233,4.056259136,"Northern Sumatra, Indonesia"
2013-05-05 09:35:35.571253+00:00,4.900660515,95.53826141,4.202008146,"Northern Sumatra, Indonesia"
2013-05-07 12:43:04.442895+00:00,-5.125579834,101.955658,4.916773728,"Southwest of Sumatra, Indonesia"
2013-05-07 22:35:40.219058+00:00,1.366662979,98.34754181,4.556140794,"Northern Sumatra, Indonesia"
2013-05-10 13:06:49.944812+00:00,-6.336966038,103.5717087,4.826868047,"Southwest of Sumatra, Indonesia"
2013-05-15 09:48:31.716056+00:00,1.055375099,97.14476776,4.758248151,"Northern Sumatra, Indonesia"
2013-05-15 10:22:11.073158+00:00,0.8056030273,97.26404572,4.762244552,"Northern Sumatra, Indonesia"
2013-05-16 01:11:30.343021+00:00,0.06355660409,100.3757706,4.80030595,"Northern Sumatra, Indonesia"
2013-05-17 21:27:57.962109+00:00,1.32025075,99.03051758,4.091570639,"Northern Sumatra, Indonesia"
2013-05-18 05:06:16.027751+00:00,0.7251702547,97.40555573,3.907248031,"Northern Sumatra, Indonesia"
2013-05-18 08:22:19.126292+00:00,1.231220007,97.08244324,3.624754917,"Northern Sumatra, Indonesia"
2013-05-18 15:55:54.019368+00:00,2.968110561,97.64887238,3.309718995,"Northern Sumatra, Indonesia"
2013-05-18 19:52:42.069623+00:00,2.41246748,97.82601166,2.930386421,"Northern Sumatra, Indonesia"
2013-05-19 17:41:39.046525+00:00,1.039281487,99.98695374,3.917229658,"Northern Sumatra, Indonesia"
2013-05-22 12:47:54.288185+00:00,-0.7596844435,99.97447968,3.685677836,"Southern Sumatra, Indonesia"
2013-05-22 19:31:01.978986+00:00,-3.357347965,102.4645844,4.034746715,"Southern Sumatra, Indonesia"
2013-05-25 07:19:46.883479+00:00,0.469600141,98.4471817,4.641109313,"Northern Sumatra, Indonesia"
2013-05-26 11:20:02.311998+00:00,-1.887266159,100.1277237,4.831205714,"Southern Sumatra, Indonesia"
2013-05-27 01:11:08.340555+00:00,-5.903985977,101.7098083,4.872948886,"Southwest of Sumatra, Indonesia"
2013-05-27 03:27:42.854629+00:00,2.093922138,96.34854126,3.222919435,"Northern Sumatra, Indonesia"
2013-05-28 14:12:41.119763+00:00,2.613418579,95.56908417,4.145581981,Off West Coast of Northern Sumatra
2013-05-28 14:24:58.476635+00:00,2.626489401,95.83110046,4.227952457,Off West Coast of Northern Sumatra
2013-05-29 04:35:19.042741+00:00,-5.140156269,102.0392532,4.808888946,"Southern Sumatra, Indonesia"
2013-05-30 18:37:00.266226+00:00,-3.948147297,99.53830719,5.087652362,"Southwest of Sumatra, Indonesia"
2013-05-31 03:58:22.263596+00:00,2.068327427,97.91081238,2.934902518,"Northern Sumatra, Indonesia"
2013-05-31 23:57:25.703210+00:00,-0.7839355469,99.86767578,3.936284169,"Southern Sumatra, Indonesia"
2013-06-02 17:44:22.822689+00:00,-2.042823315,100.8794937,3.742671727,"Southern Sumatra, Indonesia"
2013-06-02 22:57:51.733556+00:00,2.450073242,98.90405273,3.023599092,"Northern Sumatra, Indonesia"
2013-06-03 15:31:01.895157+00:00,-5.167998314,102.2182617,4.789603889,"Southern Sumatra, Indonesia"
2013-06-05 22:17:53.926228+00:00,-4.598822594,102.0682297,3.555834603,"Southern Sumatra, Indonesia"
2013-06-07 04:34:29.242106+00:00,2.914708376,96.59416962,2.551730608,"Northern Sumatra, Indonesia"
2013-06-07 07:39:28.456018+00:00,0.5388740301,98.43222809,3.460736231,"Northern Sumatra, Indonesia"
2013-06-10 07:33:09.136110+00:00,0.515275836,99.73508453,3.573439703,"Northern Sumatra, Indonesia"
2013-06-10 15:23:59.888550+00:00,4.672894955,96.14438629,3.141749311,"Northern Sumatra, Indonesia"
2013-06-11 02:30:39.648546+00:00,-1.793605924,100.1899109,4.554767787,"Southern Sumatra, Indonesia"
2013-06-11 08:03:30.670487+00:00,4.45501709,96.24885559,4.187636061,"Northern Sumatra, Indonesia"
2013-06-11 09:05:47.325849+00:00,4.478408337,96.34936523,3.026367118,"Northern Sumatra, Indonesia"
2013-06-12 14:25:05.497081+00:00,-1.519803405,100.5252075,4.711819241,"Southern Sumatra, Indonesia"
2013-06-13 17:18:44.623677+00:00,-3.245588064,99.93591309,3.771704239,"Southwest of Sumatra, Indonesia"
2013-06-14 02:07:10.007565+00:00,4.877377987,96.33084106,3.629220996,"Northern Sumatra, Indonesia"
2013-06-14 12:44:33.676310+00:00,-3.321303368,102.4355469,3.975379577,"Southern Sumatra, Indonesia"
2013-06-14 17:41:43.259069+00:00,-4.541473866,102.5511322,2.689786334,"Southern Sumatra, Indonesia"
2013-06-14 18:22:20.365705+00:00,3.154401302,96.3249588,3.503368064,"Northern Sumatra, Indonesia"
2013-06-15 00:07:30.754824+00:00,-3.080246449,101.1724625,4.125267165,"Southern Sumatra, Indonesia"
2013-06-15 08:03:59.346123+00:00,1.797952056,96.91365051,3.494802574,Off West Coast of Northern Sumatra
2013-06-16 00:44:40.361227+00:00,1.760691881,97.01566315,4.617876665,"Northern Sumatra, Indonesia"
2013-06-16 16:31:57.549321+00:00,-2.672211885,100.9894333,4.317085192,"Southern Sumatra, Indonesia"
2013-06-16 19:07:16.861828+00:00,-4.688471794,102.7318497,4.638388691,"Southern Sumatra, Indonesia"
2013-06-18 00:07:25.306508+00:00,-5.136877537,104.5494156,3.718160797,"Southern Sumatra, Indonesia"
2013-06-18 11:37:59.072112+00:00,0.7229467034,98.31908417,3.081182587,"Northern Sumatra, Indonesia"
2013-06-18 16:20:32.209253+00:00,-4.560530663,102.654335,4.05446453,"Southern Sumatra, Indonesia"
2013-06-19 17:42:12.402975+00:00,-2.632094145,102.1716766,4.27523406,"Southern Sumatra, Indonesia"
2013-06-19 17:52:37.810398+00:00,-5.672139645,102.8005295,4.668022814,"Southern Sumatra, Indonesia"
2013-06-21 11:41:22.267815+00:00,1.004523277,97.12178802,3.63798995,"Northern Sumatra, Indonesia"
2013-06-21 22:17:13.566968+00:00,-6.151693821,103.9241638,3.330700676,"Southwest of Sumatra, Indonesia"
2013-06-22 21:48:00.382568+00:00,2.692429066,98.6223526,2.593103343,"Northern Sumatra, Indonesia"
2013-06-23 21:29:09.834048+00:00,-7.296236038,103.9218063,4.275944666,"Southwest of Sumatra, Indonesia"
2013-06-24 01:32:44.809459+00:00,-6.1845994,101.9553909,4.895610353,"Southwest of Sumatra, Indonesia"
2013-06-24 18:25:21.017794+00:00,-3.027278423,100.9219589,3.158036667,"Southern Sumatra, Indonesia"
2013-06-25 02:46:28.076317+00:00,-0.8974537253,100.3561935,3.704319374,"Southern Sumatra, Indonesia"
2013-06-25 03:05:28.870534+00:00,4.418862343,96.45961761,2.44137438,"Northern Sumatra, Indonesia"
2013-06-25 16:58:52.050992+00:00,4.867378235,95.96721649,3.726671784,"Northern Sumatra, Indonesia"
2013-06-26 00:57:22.819138+00:00,0.555672586,99.80518341,3.426563229,"Northern Sumatra, Indonesia"
2013-06-26 11:23:03.111598+00:00,-1.984174371,100.6633224,3.350565206,"Southern Sumatra, Indonesia"
2013-06-26 15:54:22.994004+00:00,0.3484232426,97.90727234,3.200911643,"Northern Sumatra, Indonesia"
2013-06-26 18:48:20.049658+00:00,-4.140148163,102.9207458,3.708472711,"Southern Sumatra, Indonesia"
2013-06-26 21:03:49.603467+00:00,0.7305127382,97.14318085,3.651197355,"Northern Sumatra, Indonesia"
2013-06-27 05:39:05.312458+00:00,3.368537903,97.86135864,2.371451407,"Northern Sumatra, Indonesia"
2013-06-27 14:35:01.448821+00:00,4.527031898,96.32051086,3.499194419,"Northern Sumatra, Indonesia"
2013-06-27 20:57:14.423977+00:00,0.5918518305,99.93519592,3.842819328,"Northern Sumatra, Indonesia"
2013-06-28 22:26:16.361178+00:00,-5.888863564,104.5952911,3.094133633,"Southern Sumatra, Indonesia"
2013-06-29 20:25:18.650630+00:00,-4.174396038,98.71328735,4.660738121,"Southwest of Sumatra, Indonesia"
2013-06-30 19:47:56.766023+00:00,2.600319386,98.9019165,2.467538841,"Northern Sumatra, Indonesia"
2013-06-30 20:53:15.602042+00:00,2.62146759,98.79042053,3.302180161,"Northern Sumatra, Indonesia"
2013-06-30 23:56:31.240229+00:00,2.582653999,98.88853455,2.181656835,"Northern Sumatra, Indonesia"
2013-06-30 23:56:32.762283+00:00,2.671043873,98.81278992,2.491321823,"Northern Sumatra, Indonesia"
2013-07-01 05:47:53.894852+00:00,-0.4420360029,99.00257111,3.289148366,"Southern Sumatra, Indonesia"
2013-07-01 15:01:33.425749+00:00,-5.424006939,103.4977036,3.091732247,"Southern Sumatra, Indonesia"
2013-07-01 15:06:03.105180+00:00,-6.034690857,103.8125305,3.104761015,"Southwest of Sumatra, Indonesia"
2013-07-02 07:37:05.839323+00:00,4.590739727,96.6595459,,"Northern Sumatra, Indonesia"
2013-07-02 07:51:26.286069+00:00,5.178436279,95.04701233,4.721407953,"Northern Sumatra, Indonesia"
2013-07-02 13:55:41.336416+00:00,4.642837048,96.75302124,5.126451882,"Northern Sumatra, Indonesia"
2013-07-02 14:19:49.440553+00:00,5.110865116,95.37931824,4.299882579,"Northern Sumatra, Indonesia"
2013-07-02 15:36:47.280627+00:00,4.649680614,96.80638885,5.051079213,"Northern Sumatra, Indonesia"
2013-07-02 22:13:16.729300+00:00,-5.789729595,103.551178,3.746494252,"Southern Sumatra, Indonesia"
2013-07-02 23:02:49.360594+00:00,1.497735143,99.0027771,3.437091382,"Northern Sumatra, Indonesia"
2013-07-03 03:25:52.120111+00:00,-5.249736309,103.8662949,4.317556878,"Southern Sumatra, Indonesia"
2013-07-03 12:36:58.913804+00:00,-4.915770054,101.6455994,3.833482841,"Southern Sumatra, Indonesia"
2013-07-04 17:58:49.186701+00:00,2.65768671,98.73038483,3.449328631,"Northern Sumatra, Indonesia"
2013-07-04 18:30:06.650172+00:00,2.642189026,98.76160431,3.210097891,"Northern Sumatra, Indonesia"
2013-07-04 23:06:50.261468+00:00,2.597021818,98.70583344,3.149554943,"Northern Sumatra, Indonesia"
2013-07-05 12:23:03.704101+00:00,-4.472746372,101.7450027,4.30211149,"Southern Sumatra, Indonesia"
2013-07-05 16:54:40.845866+00:00,2.607838869,98.67611694,4.685473334,"Northern Sumatra, Indonesia"
2013-07-05 17:11:50.561311+00:00,2.649891853,98.73227692,3.351981571,"Northern Sumatra, Indonesia"
2013-07-05 18:48:47.464557+00:00,3.023673296,99.44813538,4.008239052,"Northern Sumatra, Indonesia"
2013-07-06 04:54:01.163984+00:00,-4.053862095,106.2092209,5.211933512,"Southern Sumatra, Indonesia"
2013-07-06 05:05:08.234220+00:00,-3.330561161,100.4282913,6.062348987,"Southern Sumatra, Indonesia"
2013-07-07 04:33:30.645121+00:00,-6.108718395,103.6823883,4.778554345,"Southwest of Sumatra, Indonesia"
2013-07-07 19:17:30.202032+00:00,1.093848228,97.58300018,4.332624253,"Northern Sumatra, Indonesia"
2013-07-09 01:05:37.901079+00:00,2.221636534,96.12343597,4.907768482,"Northern Sumatra, Indonesia"
2013-07-09 17:04:19.017563+00:00,-3.322206497,100.389473,5.322336385,"Southern Sumatra, Indonesia"
2013-07-09 17:14:21.739878+00:00,-3.353941441,100.327652,5.178388866,"Southern Sumatra, Indonesia"
2013-07-09 17:23:02.991816+00:00,-3.111236334,100.4595566,4.579732047,"Southern Sumatra, Indonesia"
2013-07-09 17:33:14.098932+00:00,-2.594474077,100.3016891,3.77924502,"Southern Sumatra, Indonesia"
2013-07-10 15:57:24.310483+00:00,-1.736671448,99.52064514,3.947353284,"Southern Sumatra, Indonesia"
2013-07-11 07:16:26.289206+00:00,1.827936769,99.14032745,4.843925609,"Northern Sumatra, Indonesia"
2013-07-12 00:38:07.439033+00:00,0.9573254585,99.9822464,3.837538283,"Northern Sumatra, Indonesia"
2013-07-14 08:09:38.254409+00:00,4.870923996,98.80937195,4.308111327,"Northern Sumatra, Indonesia"
2013-07-14 23:02:34.433038+00:00,-2.958993196,100.2996521,4.730977611,"Southern Sumatra, Indonesia"
2013-07-16 23:41:13.667484+00:00,5.423995972,97.97535706,5.207014438,"Northern Sumatra, Indonesia"
2013-07-17 22:57:09.019810+00:00,2.171112299,98.10640717,4.158556375,"Northern Sumatra, Indonesia"
2013-07-19 06:36:23.440942+00:00,2.311369896,98.78113556,4.419174531,"Northern Sumatra, Indonesia"
2013-07-19 22:15:45.718317+00:00,4.766693115,96.54373169,4.285026614,"Northern Sumatra, Indonesia"
2013-07-20 17:50:40.839081+00:00,0.2638127208,98.53521729,4.164992774,"Northern Sumatra, Indonesia"
2013-07-22 15:26:14.370757+00:00,0.973952055,99.48081207,3.232550161,"Northern Sumatra, Indonesia"
2013-07-22 16:37:24.834173+00:00,-6.052992821,103.9275513,4.541647965,"Southwest of Sumatra, Indonesia"
2013-07-22 18:52:58.677803+00:00,-1.222991705,103.1859055,5.094517077,"Southern Sumatra, Indonesia"
2013-07-23 05:25:59.465601+00:00,-4.493043423,102.6070557,4.269085232,"Southern Sumatra, Indonesia"
2013-07-23 15:45:16.127159+00:00,-4.816771507,102.5922775,4.78645435,"Southern Sumatra, Indonesia"
2013-07-24 03:59:05.779714+00:00,-5.488646507,104.2398148,4.839911992,"Southern Sumatra, Indonesia"
2013-07-24 08:20:57.983071+00:00,1.488096476,97.6999054,4.223796011,"Northern Sumatra, Indonesia"
